ticket_id,subject,body,category,priority,source
1260,Holiday List,Kindly send my payslip for this month.,HR,High,Portal
1106,Duplicate Payment,I was charged twice for the same transaction.,Billing,High,Email
1054,Refund Pending,"Hello Team, my payment of ₹9308 was deducted but the order is still pending.",Billing,High,Email
1390,Feedback,How can I contact customer support?,General,Normal,Live Chat
1002,Invoice Missing,"Hello Team, my payment of ₹11587 was deducted but the order is still pending.",Billing,Normal,Live Chat
1442,Business Hours,Please provide your contact details.,General,Normal,Live Chat
1483,General Enquiry,Need more information about your services.,General,Normal,Live Chat
1050,Refund Pending,I cancelled my subscription but my refund has not been received.,Billing,Normal,Live Chat
1420,Business Hours,Please provide your contact details.,General,High,Live Chat
1081,Refund Request,I cancelled my subscription but my refund has not been received.,Billing,High,Portal
1206,Network Issue,Server is down and users cannot access the application.,Technical,High,Live Chat
1035,Refund Pending,"Hello Team, my payment of ₹4250 was deducted but the order is still pending.",Billing,Normal,Portal
1264,Resignation,Attendance has been marked incorrectly.,HR,Normal,Portal
1428,Company Address,How can I contact customer support?,General,Normal,Portal
1367,Offer Letter,Please approve my leave request for next week.,HR,Normal,Email
1092,Refund Request,The billing amount seems incorrect. Kindly verify.,Billing,High,Portal
1340,Attendance Correction,Attendance has been marked incorrectly.,HR,High,Portal
1474,Product Information,Can you share your company address?,General,High,Portal
1053,Incorrect Bill,I was charged twice for the same transaction.,Billing,Normal,Portal
1346,Salary Issue,Please approve my leave request for next week.,HR,High,Live Chat
1265,Offer Letter,I have not received my offer letter yet.,HR,Normal,Email
1242,Network Issue,Password reset link is not working.,Technical,High,Portal
1014,Subscription Charged,I cancelled my subscription but my refund has not been received.,Billing,High,Live Chat
1316,Payslip Required,Kindly send my payslip for this month.,HR,High,Portal
1089,Payment Failed,"Hello Team, my payment of ₹13253 was deducted but the order is still pending.",Billing,Normal,Email
1388,Feedback,Please provide your contact details.,General,Normal,Live Chat
1274,Payslip Required,Attendance has been marked incorrectly.,HR,Normal,Portal
1167,Database Error,I am getting a database connection error.,Technical,Normal,Portal
1329,Payslip Required,Please approve my leave request for next week.,HR,High,Live Chat
1493,Business Hours,How can I contact customer support?,General,Normal,Portal
1135,Network Issue,Password reset link is not working.,Technical,Normal,Portal
1307,Payslip Required,I have not received my offer letter yet.,HR,High,Portal
1481,Need Help,Can you share your company address?,General,High,Live Chat
1320,Attendance Correction,Kindly send my payslip for this month.,HR,Normal,Portal
1244,API Error,The application crashes whenever I try to login.,Technical,High,Live Chat
1055,Duplicate Payment,"Hello Team, my payment of ₹14905 was deducted but the order is still pending.",Billing,High,Portal
1364,Payslip Required,Attendance has been marked incorrectly.,HR,Normal,Live Chat
1051,Payment Failed,The billing amount seems incorrect. Kindly verify.,Billing,High,Portal
1457,Office Timings,What are your office working hours?,General,Normal,Email
1175,Network Issue,The application crashes whenever I try to login.,Technical,Normal,Live Chat
1446,Office Timings,Please provide your contact details.,General,High,Live Chat
1190,Website Not Loading,Server is down and users cannot access the application.,Technical,High,Portal
1497,General Enquiry,What are your office working hours?,General,Normal,Portal
1188,API Error,Server is down and users cannot access the application.,Technical,Normal,Portal
1170,Network Issue,I am getting a database connection error.,Technical,High,Live Chat
1059,Incorrect Bill,The billing amount seems incorrect. Kindly verify.,Billing,Normal,Live Chat
1049,Invoice Missing,"Hello Team, my payment of ₹8820 was deducted but the order is still pending.",Billing,Normal,Email
1345,Offer Letter,Attendance has been marked incorrectly.,HR,High,Email
1236,Website Not Loading,The application crashes whenever I try to login.,Technical,High,Portal
1253,Payslip Required,Kindly send my payslip for this month.,HR,High,Live Chat
1022,Refund Pending,I was charged twice for the same transaction.,Billing,High,Live Chat
1314,Resignation,I have not received my offer letter yet.,HR,Normal,Email
1460,Product Information,Please provide your contact details.,General,Normal,Live Chat
1161,Database Error,Server is down and users cannot access the application.,Technical,High,Portal
1277,Leave Request,I have not received my offer letter yet.,HR,Normal,Live Chat
1444,Product Information,Can you share your company address?,General,Normal,Email
1192,Network Issue,Server is down and users cannot access the application.,Technical,High,Email
1386,Feedback,Can you share your company address?,General,Normal,Email
1294,Payslip Required,Attendance has been marked incorrectly.,HR,Normal,Live Chat
1414,Feedback,Please provide your contact details.,General,High,Email
1344,Salary Issue,I have not received my offer letter yet.,HR,Normal,Portal
1258,Salary Issue,Please approve my leave request for next week.,HR,High,Portal
1309,Attendance Correction,Please approve my leave request for next week.,HR,Normal,Portal
1150,API Error,Server is down and users cannot access the application.,Technical,High,Portal
1131,Website Not Loading,The application crashes whenever I try to login.,Technical,High,Email
1152,Website Not Loading,The application crashes whenever I try to login.,Technical,Normal,Live Chat
1360,Joining Date,Kindly send my payslip for this month.,HR,Normal,Portal
1100,Incorrect Bill,I was charged twice for the same transaction.,Billing,Normal,Portal
1373,Joining Date,Kindly send my payslip for this month.,HR,High,Email
1088,Refund Request,I was charged twice for the same transaction.,Billing,Normal,Live Chat
1459,Product Information,What are your office working hours?,General,Normal,Live Chat
1331,Holiday List,Please approve my leave request for next week.,HR,High,Email
1215,Server Down,The website is not loading since morning.,Technical,Normal,Email
1467,Business Hours,Need more information about your services.,General,Normal,Live Chat
1122,Subscription Charged,Please share the invoice for Order #43862.,Billing,High,Portal
1500,Product Information,Can you share your company address?,General,High,Portal
1021,Refund Pending,I cancelled my subscription but my refund has not been received.,Billing,High,Live Chat
1189,Network Issue,The application crashes whenever I try to login.,Technical,High,Live Chat
1072,Duplicate Payment,Please share the invoice for Order #19099.,Billing,High,Portal
1107,Billing Issue,"Hello Team, my payment of ₹12772 was deducted but the order is still pending.",Billing,Normal,Portal
1271,Attendance Correction,Need clarification regarding my salary.,HR,High,Email
1349,Joining Date,Attendance has been marked incorrectly.,HR,High,Email
1436,Feedback,How can I contact customer support?,General,High,Portal
1103,Payment Failed,I was charged twice for the same transaction.,Billing,Normal,Email
